,field_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,geometry,Unnamed: 0,counts,score
1325,1325,1416,7233484,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,NOT AVAILABLE,(561) 498-4440,GENERAL ACUTE CARE,OPEN,536,PALM BEACH,12099,USA,26.43719284,-80.12778775,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,https://www.delraymedicalctr.com/,100258,DELRAY MEDICAL CENTER INC,12,PROPRIETARY,-999,536,LEVEL I,Y,POINT (-80.12778775 26.43719284),0.0,426.0,1.0
1381,1381,1472,18433136,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,MIAMI,FL,33136,NOT AVAILABLE,(305) 585-1111,GENERAL ACUTE CARE,OPEN,1547,MIAMI-DADE,12086,USA,25.79234739,-80.21348775,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,http://www.jacksonhealth.org,100022,PUBLIC HEALTH TRUST OF MIAMI - DADE COUNTY,12,NON-PROFIT,-999,1547,LEVEL I,Y,POINT (-80.21348775 25.79234739),0.0,426.0,1.0
1390,1390,1481,19633175,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,NOT AVAILABLE,(305) 223-3000,GENERAL ACUTE CARE,OPEN,447,MIAMI-DADE,12086,USA,25.73097011,-80.3860673,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2013-11-07,http://www.kendallmed.com/,100209,KENDALL HEALTHCARE GROUP LTD,12,PROPRIETARY,-999,447,LEVEL I,Y,POINT (-80.38606729999999 25.73097011),0.0,426.0,1.0
1433,1433,1524,25933021,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,NOT AVAILABLE,(954) 987-2000,GENERAL ACUTE CARE,OPEN,797,BROWARD,12011,USA,26.01894181,-80.18002199,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,https://www.mhs.net,100038,SOUTH BROWARD HOSPITAL DISTRICT,12,NON-PROFIT,-999,797,LEVEL I,Y,POINT (-80.1800219899999 26.0189418100001),0.0,426.0,1.0
1458,1458,1549,29332806,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,52 W UNDERWOOD ST,ORLANDO,FL,32806,NOT AVAILABLE,(321) 841-5111,GENERAL ACUTE CARE,OPEN,898,ORANGE,12095,USA,28.52572322,-81.37720355,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,https://www.orlandohealth.com/facilities/orlando-regional-medical-center,100006,ORLANDO HEALTH INC,12,NON-PROFIT,-999,898,LEVEL I,Y,POINT (-81.37720355 28.52572322),0.0,426.0,1.0
1516,1516,1607,39133407,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,NOT AVAILABLE,(561) 844-6300,GENERAL ACUTE CARE,OPEN,460,PALM BEACH,12099,USA,26.75587114,-80.06246203,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,http://www.stmarysmc.com,100010,ST MARYS MEDICAL CENTER INC,12,PROPRIETARY,-999,460,LEVEL I,Y,POINT (-80.06246202999991 26.7558711400001),0.0,426.0,1.0
1525,1525,1616,39833606,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,NOT AVAILABLE,(813) 844-7000,GENERAL ACUTE CARE,OPEN,1041,HILLSBOROUGH,12057,USA,27.9379627,-82.45915532,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,http://www.tgh.org/,100128,FLORIDA HEALTH SCIENCES CENTER INC,12,NON-PROFIT,-999,1041,LEVEL I,Y,POINT (-82.45915531999999 27.9379627000001),0.0,426.0,1.0
1529,1529,1620,35332209,UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,NOT AVAILABLE,(904) 244-4000,GENERAL ACUTE CARE,OPEN,603,DUVAL,12031,USA,30.34850524,-81.66427482,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-03-12,http://ufhealthjax.org/,100001,SHANDS JACKSONVILLE MEDICAL CENTER INC,12,NON-PROFIT,-999,603,LEVEL I,Y,POINT (-81.6642748199999 30.3485052400001),0.0,426.0,1.0
1534,1534,1625,35032610,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,NOT AVAILABLE,(352) 627-9045,GENERAL ACUTE CARE,OPEN,1014,ALACHUA,12001,USA,29.63999013,-82.34286482,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,https://ufhealth.org/uf-health-shands-hospital,100113,SHANDS TEACHING HOSPITAL AND CLINICS INC.,12,NON-PROFIT,-999,1014,LEVEL I,Y,POINT (-82.34286482 29.6399901300001),0.0,426.0,1.0
1559,1559,1650,19131210,ATRIUM HEALTH NAVICENT REHABILITATION HOSPITAL,3351 NORTHSIDE DRIVE,MACON,GA,31210,NOT AVAILABLE,(478) 471-6500,REHABILITATION,OPEN,58,BIBB,13021,USA,32.89327202,-83.68046992,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://forms.dch.georgia.gov/hfrd/gamap2care.html,2021-11-17,IMAGERY,2014-02-10,https://www.navicenthealth.org/service-center/rehabilitation-hospital-navicent-health,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,58,LEVEL I,N,POINT (-83.68046991999999 32.89327202),0.0,426.0,1.0
1560,1560,1651,87031201,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,777 HEMLOCK STREET,MACON,GA,31201,NOT AVAILABLE,(478) 633-1000,GENERAL ACUTE CARE,OPEN,637,BIBB,13021,USA,32.83325388,-83.63550532,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/hfrd/gamap2care.html,2021-11-17,IMAGERY/OTHER,2015-03-05,https://www.navicenthealth.org/,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,637,LEVEL I,Y,POINT (-83.63550531999989 32.83325388),0.0,426.0,1.0
1561,1561,1652,87230912,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,NOT AVAILABLE,(706) 721-6569,GENERAL ACUTE CARE,OPEN,632,RICHMOND,13245,USA,33.47087633,-81.98970572,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/hfrd/gamap2care.html,2021-11-17,IMAGERY/OTHER,2015-03-09,http://www.augustahealth.org/locations-and-maps/medical-center,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - STATE,-999,632,LEVEL I,Y,POINT (-81.98970572 33.4708763300001),0.0,426.0,1.0
1607,1607,1698,17930303,GRADY MEMORIAL HOSPITAL,80 JESSE HILL JR DRIVE SE,ATLANTA,GA,30303,NOT AVAILABLE,(404) 616-4252,GENERAL ACUTE CARE,OPEN,953,FULTON,13121,USA,33.75198855,-84.38179157,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/hfrd/gamap2care.html,2021-11-17,IMAGERY,2014-03-12,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,953,LEVEL I,Y,POINT (-84.38179157 33.7519885500001),0.0,426.0,1.0
1630,1630,1721,331404,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,4700 WATERS AVENUE,SAVANNAH,GA,31404,NOT AVAILABLE,(912) 350-3691,GENERAL ACUTE CARE,OPEN,512,CHATHAM,13051,USA,32.03053088,-81.08886242,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/hfrd/gamap2care.html,2021-11-17,IMAGERY,2014-02-10,http://www.memorialhealth.com,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,512,LEVEL I,Y,POINT (-81.0888624199999 32.0305308800001),0.0,426.0,1.0
1711,1711,1802,18230901,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,NOT AVAILABLE,(706) 722-9011,GENERAL ACUTE CARE,OPEN,812,RICHMOND,13245,USA,33.47068485,-81.98251057,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/hfrd/gamap2care.html,2021-11-17,IMAGERY,2014-02-10,http://www.universityhealth.org/universityhospital,NOT AVAILABLE,AUGUSTA UNIVERSITY MEDICAL CENTER,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,812,LEVEL I,Y,POINT (-81.98251057 33.4706848500001),0.0,426.0,1.0
1719,1719,1810,17830312,WELLSTAR ATLANTA MEDICAL CENTER,303 PARKWAY DRIVE NE,ATLANTA,GA,30312,NOT AVAILABLE,(404) 265-4000,GENERAL ACUTE CARE,OPEN,762,FULTON,13121,USA,33.76295,-84.37339,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/hfrd/gamap2care.html,2021-11-17,IMAGERY,2014-02-10,https://www.wellstar.org/locations/pages/wellstar-atlanta-medical-center.aspx,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,762,LEVEL I,Y,POINT (-84.37339 33.76295),0.0,426.0,1.0
1752,1752,1843,2396813,THE QUEEN'S MEDICAL CENTER,1301 PUNCHBOWL STREET,HONOLULU,HI,96813,NOT AVAILABLE,(808) 538-9011,GENERAL ACUTE CARE,OPEN,535,HONOLULU,15003,USA,21.3080396,-157.85363852,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://opendata.hawaii.gov/dataset/40835e24-c8af-4baf-90e4-55da929a4d56/resource/e2455a71-35be-49cb-bf3b-9f1b2e1e42c5/download/hospitals-in-hawaii-csv.csv,2021-03-11,IMAGERY,2016-04-14,https://www.queens.org/the-queens-medical-center/queens-medical-center,120001,NOT AVAILABLE,15,NON-PROFIT,-999,535,LEVEL I,Y,POINT (-157.85363852 21.3080396),0.0,426.0,1.0
1753,1753,1844,196784574,THE QUEEN'S MEDICAL CENTER - HALE PULAMA MAU,347 N KUAKINI STREET,HONOLULU,HI,96817,NOT AVAILABLE,(808) 691-8731,GENERAL ACUTE CARE,OPEN,40,HONOLULU,15003,USA,21.321873,-157.8574443,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://opendata.hawaii.gov/dataset/40835e24-c8af-4baf-90e4-55da929a4d56/resource/e2455a71-35be-49cb-bf3b-9f1b2e1e42c5/download/hospitals-in-hawaii-csv.csv,2021-03-11,IMAGERY/OTHER,2022-02-28,https://www.queens.org/the-queens-medical-center/services/hale-pulama-mau/contact-us-hale-pulama-mau-qmc,120001,NOT AVAILABLE,15,NOT AVAILABLE,-999,40,LEVEL I,Y,POINT (-157.8574443 21.321873),0.0,426.0,1.0
1821,1821,1912,10160453,ADVOCATE CHRIST HOSPITAL AND MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,NOT AVAILABLE,(708) 684-8000,GENERAL ACUTE CARE,OPEN,802,COOK,17031,USA,41.72169452,-87.73244225,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2014-03-12,NOT AVAILABLE,0000315,NOT AVAILABLE,17,NON-PROFIT,-999,802,LEVEL I,Y,POINT (-87.73244225000001 41.72169452),0.0,426.0,1.0
1822,1822,1913,9960048,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,NOT AVAILABLE,(847) 362-2900,GENERAL ACUTE CARE,OPEN,275,LAKE,17097,USA,42.274235,-87.95769974,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2014-03-12,http://www.advocatehealth.com/condell/,0005579,NOT AVAILABLE,17,NON-PROFIT,-999,275,LEVEL I,Y,POINT (-87.95769974 42.274235),0.0,426.0,1.0
1824,1824,1915,9060657,ADVOCATE NORTHSIDE HEALTH NETWORK,836 W WELLINGTON AVENUE,CHICAGO,IL,60657,NOT AVAILABLE,(773) 975-1600,GENERAL ACUTE CARE,OPEN,397,COOK,17031,USA,41.93674085,-87.65137166,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,0005165,ILLINOIS MASONIC MEDICAL CENTER CAMPUS,17,NON-PROFIT,-999,397,LEVEL I,N,POINT (-87.6513716599999 41.93674085),0.0,426.0,1.0
1859,1859,1950,12160153,FOSTER G. MCGAW HOSPITAL LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST ST,MAYWOOD,IL,60153,NOT AVAILABLE,(708) 216-9000,GENERAL ACUTE CARE,OPEN,547,COOK,17031,USA,41.8602285,-87.83485434,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY/OTHER,2022-04-01,NOT AVAILABLE,0005801,LOYOLA UNIVERSITY MEDICAL CENTER,17,NOT AVAILABLE,-999,547,LEVEL I,Y,POINT (-87.83485433999989 41.8602285000001),0.0,426.0,1.0
1867,1867,1958,12560515,GOOD SAMARITAN HOSPITAL - ADVOCATE,3815 HIGHLAND AVE,DOWNERS GROVE,IL,60515,NOT AVAILABLE,(630) 275-5900,GENERAL ACUTE CARE,OPEN,293,DUPAGE,17043,USA,41.81846623,-88.00811566,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2016-04-25,NOT AVAILABLE,0003384,ADVOCATE GOOD SAMARITAN HOSPITAL,17,NON-PROFIT,-999,293,LEVEL I,Y,POINT (-88.00811566 41.8184662300001),0.0,426.0,1.0
1903,1903,1994,10760068,LUTHERAN GENERAL HOSPITAL - ADVOCATE,1775 DEMPSTER STREET,PARK RIDGE,IL,60068,NOT AVAILABLE,(847) 723-2210,GENERAL ACUTE CARE,OPEN,651,COOK,17031,USA,42.03880223,-87.84733438,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2014-03-12,NOT AVAILABLE,0004796,ADVOCATE LUTHERAN GENERAL HOSPITAL,17,NON-PROFIT,-999,651,LEVEL I,Y,POINT (-87.84733437999989 42.03880223),0.0,426.0,1.0
1914,1914,2005,7262702,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62702,NOT AVAILABLE,(217) 788-3000,GENERAL ACUTE CARE,OPEN,500,SANGAMON,17167,USA,39.80936884,-89.6557791,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2014-03-12,http://www.memorialmedical.com,0001487,NOT AVAILABLE,17,NON-PROFIT,-999,500,LEVEL I,Y,POINT (-89.6557791 39.80936884),0.0,426.0,1.0
1922,1922,2013,1060608,MT. SINAI HOSPITAL MEDICAL CENTER,1500 S FAIRFIELD AVE,CHICAGO,IL,60608,NOT AVAILABLE,(773) 542-2000,GENERAL ACUTE CARE,OPEN,288,COOK,17031,USA,41.86080973,-87.69433858,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2016-04-25,http://www.sinai.org,0001644,MOUNT SINAI HOSPITAL,17,NON-PROFIT,-999,288,LEVEL I,N,POINT (-87.69433857999999 41.86080973),0.0,426.0,1.0
1924,1924,2015,97860201,NORTHSHORE UNIVERSITY HEALTHSYSTEM,2650 RIDGE AVENUE,EVANSTON,IL,60201,NOT AVAILABLE,(847) 570-2000,GENERAL ACUTE CARE,OPEN,374,COOK,17031,USA,42.0655335,-87.68471277,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY/OTHER,2016-04-25,NOT AVAILABLE,0000646,NORTHSHORE UNIV HS EVANSTON HOSPITAL,17,NOT AVAILABLE,-999,374,LEVEL I,N,POINT (-87.68471277 42.0655335000001),0.0,426.0,1.0
1933,1933,2024,12360611,NORTHWESTERN MEMORIAL HOSPITAL,251 EAST HURON STREET,CHICAGO,IL,60611,NOT AVAILABLE,(312) 926-2000,GENERAL ACUTE CARE,OPEN,943,COOK,17031,USA,41.89460771,-87.62102437,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2014-02-10,NOT AVAILABLE,0003251,NOT AVAILABLE,17,NON-PROFIT,-999,943,LEVEL I,N,POINT (-87.62102437 41.8946077100001),0.0,426.0,1.0
1939,1939,2030,2662002,OSF SAINT ANTHONY'S HEALTH CENTER,1 SAINT ANTHONY'S WAY,ALTON,IL,62002,NOT AVAILABLE,(618) 465-2571,GENERAL ACUTE CARE,OPEN,49,MADISON,17119,USA,38.90799588,-90.17329338,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2014-02-10,NOT AVAILABLE,0005942,NOT AVAILABLE,17,NON-PROFIT,-999,49,LEVEL I,Y,POINT (-90.17329338 38.90799588),0.0,426.0,1.0
1956,1956,2047,3960202,PRESENCE CHICAGO HOSPITALS NETWORK,355 RIDGE AVENUE,EVANSTON,IL,60202,NOT AVAILABLE,(847) 316-4000,GENERAL ACUTE CARE,OPEN,197,COOK,17031,USA,42.02438934,-87.68456805,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2016-04-25,NOT AVAILABLE,0005991,AMITA HEALTH SAINT FRANCIS HOSPITAL EVANSTON,17,NON-PROFIT,-999,197,LEVEL I,N,POINT (-87.6845680499999 42.02438934),0.0,426.0,1.0
1994,1994,2085,18262056,ST. FRANCIS HOSPITAL,"1215 FRANCISCAN DR, PO BOX 1215",LITCHFIELD,IL,62056,NOT AVAILABLE,(217) 324-2191,CRITICAL ACCESS,OPEN,25,MONTGOMERY,17135,USA,39.18121356,-89.63905575,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2014-03-12,http://www.stfrancis-litchfield.org,0002386,HSHS ST FRANCIS HOSPITAL,17,NON-PROFIT,-999,25,LEVEL I,Y,POINT (-89.63905575 39.1812135600001),0.0,426.0,1.0
2005,2005,2096,4661801,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,NOT AVAILABLE,(217) 383-3311,GENERAL ACUTE CARE,OPEN,453,CHAMPAIGN,17019,USA,40.11704176,-88.21494866,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/dataset/a552f663-74a8-4722-a506-0619e9356062/resource/6e1453c1-5f0f-4002-9074-3daf9066dbb9/download/hospitals-aug-2021.xls,2021-09-21,IMAGERY,2016-04-26,http://www.carle.com/hospital,0003798,NOT AVAILABLE,17,NON-PROFIT,-999,453,LEVEL I,Y,POINT (-88.21494865999991 40.1170417600001),0.0,426.0,1.0
2075,2075,2166,14646260,ASCENSION ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,IN,46260,NOT AVAILABLE,(317) 338-7000,GENERAL ACUTE CARE,OPEN,840,MARION,18097,USA,39.90898745,-86.19573222,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.in.gov/health/reports/qamis/hosdir/wdirhos.htm,2021-11-18,IMAGERY,2014-03-12,http://www.stvincent.org,20-005075-1,NOT AVAILABLE,18,NON-PROFIT,-999,840,LEVEL I,Y,POINT (-86.19573222 39.90898745),0.0,426.0,1.0
2117,2117,2208,157146254,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,NOT AVAILABLE,(317) 880-4818,GENERAL ACUTE CARE,OPEN,337,MARION,18097,USA,39.77788276,-86.18398589,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.in.gov/health/reports/qamis/hosdir/wdirhos.htm,2021-11-18,IMAGERY/OTHER,2015-03-30,NOT AVAILABLE,22-005023-1,NOT AVAILABLE,18,GOVERNMENT - LOCAL,-999,337,LEVEL I,Y,POINT (-86.18398589 39.7778827600001),0.0,426.0,1.0
2144,2144,2235,156546202,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,NOT AVAILABLE,(317) 962-5900,GENERAL ACUTE CARE,OPEN,1244,MARION,18097,USA,39.79004503,-86.16305254,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.in.gov/health/reports/qamis/hosdir/wdirhos.htm,2021-11-18,IMAGERY/OTHER,2016-04-27,NOT AVAILABLE,22-005051-1,U HEALTH METHODIST HOSPITAL,18,GOVERNMENT - STATE,-999,1244,LEVEL I,Y,POINT (-86.16305254 39.79004503),0.0,426.0,1.0
2352,2352,2443,9850308,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,1406,(515) 241-6212,GENERAL ACUTE CARE,OPEN,460,POLK,19153,USA,41.58944333,-93.63381099,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/,2021-10-29,IMAGERY/OTHER,2016-04-15,http://www.iowahealth.org,160082,NOT AVAILABLE,19,NON-PROFIT,-999,460,LEVEL I,Y,POINT (-93.63381099 41.5894433300001),0.0,426.0,1.0
2355,2355,2446,9052242,UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,1009,(319) 356-1616,GENERAL ACUTE CARE,OPEN,1103,JOHNSON,19103,USA,41.66081569,-91.54754742,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/,2021-10-29,IMAGERY,2016-04-15,NOT AVAILABLE,160058,NOT AVAILABLE,19,GOVERNMENT - STATE,-999,1103,LEVEL I,Y,POINT (-91.5475474199999 41.66081569),0.0,426.0,1.0
2452,2452,2543,14667214,ASCENSION VIA CHRISTI HOSPITALS WICHITA INC,929 NORTH ST FRANCIS,WICHITA,KS,67214,3882,(316) 268-5000,LONG TERM CARE,OPEN,1433,SEDGWICK,20173,USA,37.69989945,-97.33227815,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://webapps.kdads.ks.gov/prod/f?p=184:901,2021-12-29,IMAGERY,2020-04-16,www.viachristi.org,H087001,ASCENSION VIA CHRISTI HEALTH INC,20,NON-PROFIT,-999,1433,LEVEL I,Y,POINT (-97.33227814999999 37.69989945),0.0,426.0,1.0
2509,2509,2600,188666160,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,7200,(913) 588-7332,LONG TERM CARE,OPEN,1045,WYANDOTTE,20209,USA,39.0558273,-94.6089825,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://webapps.kdads.ks.gov/prod/f?p=184:901,2021-12-29,IMAGERY/OTHER,2022-04-01,www.kumc.edu,H105002,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,20,GOVERNMENT - STATE,-999,1045,LEVEL I,Y,POINT (-94.6089825 39.0558273),0.0,426.0,1.0
2510,2510,2601,3866160,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,3901 RAINBOW BLDV,KANSAS CITY,KS,66106,NOT AVAILABLE,(913) 588-6064,LONG TERM CARE,OPEN,910,WYANDOTTE,20209,USA,39.05616701,-94.61129892,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://webapps.kdads.ks.gov/prod/f?p=184:901,2021-12-29,IMAGERY,2020-04-17,NOT AVAILABLE,E105008,NOT AVAILABLE,20,GOVERNMENT - STATE,-999,910,LEVEL I,Y,POINT (-94.61129892 39.05616701),0.0,426.0,1.0
2511,2511,2602,15367214,WESLEY MEDICAL CENTER,550 NORTH HILLSIDE STREET,WICHITA,KS,67214,4976,(316) 962-2040,LONG TERM CARE,OPEN,859,SEDGWICK,20173,USA,37.69499303,-97.29790346,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://webapps.kdads.ks.gov/prod/f?p=184:901,2021-12-29,IMAGERY,2020-04-17,www.wesleymc.com,H087004,WESLEY MEDICAL CENTER LLC,20,PROPRIETARY,-999,859,LEVEL I,Y,POINT (-97.29790346 37.69499303),0.0,426.0,1.0
