,field_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,geometry,Unnamed: 0,counts,score
530,530,534,38593901,SALINAS VALLEY MEMORIAL HOSPITAL,450 E ROMIE LN,SALINAS,CA,93901,4029,(831) 759-3202,GENERAL ACUTE CARE,OPEN,263,MONTEREY,6053,USA,36.65903046,-121.6459838,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,070000147,SALINAS VALLEY MEMORIAL HEALTH CARE SYSTEM,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,263,NOT AVAILABLE,N,POINT (-121.6459838 36.6590304600001),5.0,5637.0,6.0
531,531,535,40495128,SANTA CLARA VALLEY MEDICAL CENTER,751 S BASCOM AVE,SAN JOSE,CA,95128,2604,(408) 885-4491,GENERAL ACUTE CARE,OPEN,681,SANTA CLARA,6085,USA,37.31288953,-121.93296275,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,070000149,THE COUNTY OF SANTA CLARA,6,GOVERNMENT - LOCAL,-999,681,"LEVEL I ADULT, LEVEL II PEDIATRIC",Y,POINT (-121.93296275 37.3128895300001),0.0,0.0,0.0
532,532,536,20295119,KAISER FOUNDATION HOSPITAL - SAN JOSE,250 HOSPITAL PKWY,SAN JOSE,CA,95119,1103,(408) 972-3000,GENERAL ACUTE CARE,OPEN,247,SANTA CLARA,6085,USA,37.23980334,-121.80021567,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,070000150,KAISER FOUNDATION HOSPITALS,6,NON-PROFIT,-999,247,NOT AVAILABLE,N,POINT (-121.80021567 37.23980334),5.0,5637.0,6.0
533,533,537,15295124,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DR,SAN JOSE,CA,95124,3908,(408) 559-2560,GENERAL ACUTE CARE,OPEN,404,SANTA CLARA,6085,USA,37.25207874,-121.94657688,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,070000153,"GOOD SAMARITAN HOSPITAL, LP",6,PROPRIETARY,-999,404,NOT AVAILABLE,Y,POINT (-121.94657688 37.2520787400001),5.0,5637.0,6.0
534,534,538,30595032,MISSION OAKS HOSPITAL,15891 LOS GATOS ALMADEN RD,LOS GATOS,CA,95032,3742,(408) 559-2011,GENERAL ACUTE CARE,OPEN,49,SANTA CLARA,6085,USA,37.24471473,-121.94807381,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,070000154,"GOOD SAMARITAN HOSPITAL, LP",6,PROPRIETARY,-999,49,NOT AVAILABLE,N,POINT (-121.94807381 37.2447147300001),5.0,5637.0,6.0
535,535,539,52495076,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON ST,WATSONVILLE,CA,95076,2468,(831) 724-4741,GENERAL ACUTE CARE,OPEN,106,SANTA CRUZ,6087,USA,36.92713067,-121.79291107,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,070000155,WATSONVILLE HOSPITAL CORPORATION,6,PROPRIETARY,-999,106,NOT AVAILABLE,N,POINT (-121.79291107 36.9271306700001),5.0,5637.0,6.0
536,536,540,196784342,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA D/P APH,23625 WR HOLMAN HWY,MONTEREY,CA,93940,5902,(831) 624-5311,PSYCHIATRIC,OPEN,18,MONTEREY,6053,USA,36.57889304,-121.91308747,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,070000288,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,6,NON-PROFIT,-999,18,NOT AVAILABLE,N,POINT (-121.91308747 36.57889304),5.0,5637.0,6.0
537,537,541,196784343,SANTA CLARA VALLEY MEDICAL CENTER D/P APH,751 S BASCOM AVE,SAN JOSE,CA,95128,2604,(408) 885-5000,PSYCHIATRIC,OPEN,50,SANTA CLARA,6085,USA,37.3128569,-121.9332672,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,070000290,THE COUNTY OF SANTA CLARA,6,GOVERNMENT - LOCAL,-999,50,NOT AVAILABLE,Y,POINT (-121.9332672 37.3128569),5.0,5637.0,6.0
538,538,542,196784344,NATIVIDAD MEDICAL CENTER D/P APH,1441 CONSTITUTION BLVD,SALINAS,CA,93906,3100,(831) 755-4111,PSYCHIATRIC,OPEN,22,MONTEREY,6053,USA,36.6966688,-121.6330887,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,070000306,COUNTY OF MONTEREY,6,GOVERNMENT - LOCAL,-999,22,NOT AVAILABLE,Y,POINT (-121.6330887 36.6966688000001),5.0,5637.0,6.0
539,539,543,46295020,ST. LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,3528,(408) 848-8610,GENERAL ACUTE CARE,OPEN,72,SANTA CLARA,6085,USA,37.03655836,-121.57137104,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-03-12,NOT AVAILABLE,070000635,THE COUNTY OF SANTA CLARA,6,GOVERNMENT - LOCAL,-999,72,NOT AVAILABLE,Y,POINT (-121.57137104 37.0365583600001),5.0,5637.0,6.0
540,540,544,6595008,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC HOSPITAL,3777 S BASCOM AVE,CAMPBELL,CA,95008,7320,(408) 558-3640,CHILDREN,OPEN,4,SANTA CLARA,6085,USA,37.25975739,-121.94755405,622110,"CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,070000766,"CHILDREN'S RECOVERY CENTER 1, LLC",6,PROPRIETARY,-999,4,NOT AVAILABLE,N,POINT (-121.94755405 37.2597573900001),5.0,5637.0,6.0
541,541,545,48095065,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVE,SANTA CRUZ,CA,95065,1816,(831) 477-2200,GENERAL ACUTE CARE,OPEN,28,SANTA CRUZ,6087,USA,36.98769976,-121.97741662,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,070000959,SUTTER BAY HOSPITALS,6,NON-PROFIT,-999,28,NOT AVAILABLE,N,POINT (-121.97741662 36.9876997600001),5.0,5637.0,6.0
542,542,546,27094304,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,725 WELCH RD,PALO ALTO,CA,94304,1601,(650) 497-8000,CHILDREN,OPEN,456,SANTA CLARA,6085,USA,37.43600458,-122.17539004,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-03-12,NOT AVAILABLE,070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,6,NON-PROFIT,-999,456,"LEVEL I ADULT, LEVEL I PEDIATRIC",Y,POINT (-122.17539004 37.43600458),0.0,0.0,0.0
543,543,547,11894040,EL CAMINO HEALTH,2500 GRANT RD,MOUNTAIN VIEW,CA,94040,4302,(650) 940-7000,GENERAL ACUTE CARE,OPEN,275,SANTA CLARA,6085,USA,37.36945882,-122.07999567,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,070001351,EL CAMINO HOSPITAL,6,NON-PROFIT,-999,275,NOT AVAILABLE,N,POINT (-122.07999567 37.36945882),5.0,5637.0,6.0
544,544,548,196784345,EL CAMINO HOSPITAL D/P APH,2590 GRANT RD,MOUNTAIN VIEW,CA,94040,4302,(650) 940-7000,PSYCHIATRIC,OPEN,36,SANTA CLARA,6085,USA,37.36877388,-122.07928337,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,070001353,EL CAMINO HOSPITAL,6,NON-PROFIT,-999,36,NOT AVAILABLE,N,POINT (-122.07928337 37.36877388),5.0,5637.0,6.0
545,545,549,20495051,KAISER FOUNDATION HOSPITAL - SANTA CLARA,700 LAWRENCE EXPY,SANTA CLARA,CA,95051,5173,(408) 851-4423,GENERAL ACUTE CARE,OPEN,343,SANTA CLARA,6085,USA,37.33540138,-121.99887305,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,070001355,KAISER FOUNDATION HOSPITALS,6,NON-PROFIT,-999,343,NOT AVAILABLE,Y,POINT (-121.99887305 37.3354013800001),5.0,5637.0,6.0
546,546,550,46894305,STANFORD HEALTH CARE,300 PASTEUR DR,STANFORD,CA,94305,2200,(650) 723-4000,GENERAL ACUTE CARE,OPEN,206,SANTA CLARA,6085,USA,37.43465244,-122.1748831,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,070001357,STANFORD HEALTH CARE,6,NON-PROFIT,-999,206,LEVEL I,Y,POINT (-122.1748831 37.43465244),0.0,426.0,1.0
547,547,551,196784346,STANFORD HOSPITAL D/P APH,300 PASTEUR DR,STANFORD,CA,94305,2200,(650) 723-4000,PSYCHIATRIC,OPEN,30,SANTA CLARA,6085,USA,37.43350532,-122.1751223,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,070001359,STANFORD HEALTH CARE,6,NON-PROFIT,-999,30,NOT AVAILABLE,Y,POINT (-122.175122299 37.4335053200001),5.0,5637.0,6.0
548,548,552,196784347,MISSION OAKS HOSPITAL - D/P APH,15891 LOS GATOS ALMADEN RD,LOS GATOS,CA,95032,3742,(408) 559-2011,PSYCHIATRIC,OPEN,21,SANTA CLARA,6085,USA,37.2447534,-121.9479332,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,070001410,"GOOD SAMARITAN HOSPITAL, LP",6,PROPRIETARY,-999,21,NOT AVAILABLE,N,POINT (-121.9479332 37.2447534),5.0,5637.0,6.0
549,549,553,40992037,SCRIPPS GREEN HOSPITAL,10666 N TORREY PINES RD,LA JOLLA,CA,92037,1027,(858) 455-9100,GENERAL ACUTE CARE,OPEN,173,SAN DIEGO,6073,USA,32.8968589,-117.24287107,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,080000022,SCRIPPS HEALTH,6,NON-PROFIT,-999,173,NOT AVAILABLE,N,POINT (-117.24287107 32.8968589),5.0,5637.0,6.0
550,550,554,36992123,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,4223,(858) 966-3001,CHILDREN,OPEN,444,SAN DIEGO,6073,USA,32.79795853,-117.15130103,622110,"CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000023,RADY CHILDREN'S HOSPITAL - SAN DIEGO,6,NON-PROFIT,-999,444,LEVEL I PEDIATRIC,Y,POINT (-117.15130103 32.7979585300001),0.0,0.0,0.0
551,551,555,42492123,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,2701,(858) 939-3400,GENERAL ACUTE CARE,OPEN,656,SAN DIEGO,6073,USA,32.79928435,-117.15447284,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000036,SHARP MEMORIAL HOSPITAL,6,NON-PROFIT,-999,656,LEVEL II,Y,POINT (-117.15447284 32.7992843500001),1.0,369.0,2.0
552,552,556,15591942,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DR,LA MESA,CA,91942,3019,(619) 740-5344,GENERAL ACUTE CARE,OPEN,466,SAN DIEGO,6073,USA,32.78057044,-117.00678153,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000045,GROSSMONT HOSPITAL CORPORATION,6,NON-PROFIT,-999,466,NOT AVAILABLE,Y,POINT (-117.00678153 32.7805704400001),5.0,5637.0,6.0
553,553,557,20092120,KAISER FOUNDATION HOSPITAL - ZION,4647 ZION AVE,SAN DIEGO,CA,92120,2507,(619) 528-6295,GENERAL ACUTE CARE,OPEN,368,SAN DIEGO,6073,USA,32.79156258,-117.09515955,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000144,KAISER FOUNDATION HOSPITALS,6,NON-PROFIT,-999,368,NOT AVAILABLE,N,POINT (-117.09515955 32.7915625800001),5.0,5637.0,6.0
554,554,558,2194550,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO RD,POWAY,CA,92064,2405,(760) 802-2768,GENERAL ACUTE CARE,OPEN,95,ALAMEDA,6001,USA,37.62555427,-121.76310337,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2015-05-21,NOT AVAILABLE,080000147,PALOMAR HEALTH,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,95,NOT AVAILABLE,Y,POINT (-121.76310337 37.6255542700001),5.0,5637.0,6.0
555,555,559,41192037,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,9888 GENESEE AVE,LA JOLLA,CA,92037,1205,(858) 626-7600,GENERAL ACUTE CARE,OPEN,426,SAN DIEGO,6073,USA,32.88518451,-117.22546021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,080000149,SCRIPPS HEALTH,6,NON-PROFIT,-999,426,LEVEL II,Y,POINT (-117.22546021 32.88518451),1.0,369.0,2.0
556,556,560,41092024,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DR,ENCINITAS,CA,92024,5142,(760) 633-7424,GENERAL ACUTE CARE,OPEN,187,SAN DIEGO,6073,USA,33.03734478,-117.28418338,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,080000150,SCRIPPS HEALTH,6,NON-PROFIT,-999,187,LEVEL II,Y,POINT (-117.28418338 33.0373447800001),1.0,369.0,2.0
557,557,561,50092056,TRI - CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,4506,(760) 940-3415,GENERAL ACUTE CARE,OPEN,368,SAN DIEGO,6073,USA,33.1856204,-117.29026731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000152,TRI - CITY HOSPITAL DISTRICT,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,368,NOT AVAILABLE,Y,POINT (-117.29026731 33.1856204000001),5.0,5637.0,6.0
558,558,562,1591942,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTEM,7050 PARKWAY DR,LA MESA,CA,91942,1535,(619) 465-4411,PSYCHIATRIC,OPEN,66,SAN DIEGO,6073,USA,32.77463167,-117.04416179,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000156,BH - SD OPCO LLC,6,PROPRIETARY,-999,66,NOT AVAILABLE,N,POINT (-117.04416179 32.7746316700001),5.0,5637.0,6.0
559,559,563,196784348,TRI - CITY MEDICAL CENTER D/P APH,4002 VISTA WAY,OCEANSIDE,CA,92056,4506,(760) 724-8411,PSYCHIATRIC,OPEN,18,SAN DIEGO,6073,USA,33.1856484,-117.2904359,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,080000387,TRI - CITY HOSPITAL DISTRICT,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,18,NOT AVAILABLE,N,POINT (-117.2904359 33.1856484),5.0,5637.0,6.0
560,560,564,34292025,PALOMAR MEDICAL CENTER D/P APH,555 E VALLEY PKWY,ESCONDIDO,CA,92025,3048,(760) 739-3001,PSYCHIATRIC,OPEN,288,SAN DIEGO,6073,USA,33.12508512,-117.0752947,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,080000477,NOT AVAILABLE,6,NOT AVAILABLE,-999,288,NOT AVAILABLE,Y,POINT (-117.0752947 33.1250851200001),5.0,5637.0,6.0
561,561,565,2692128,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,3423,(858) 487-3200,PSYCHIATRIC,OPEN,101,SAN DIEGO,6073,USA,32.99118313,-117.07531757,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000665,"AURORA SAN DIEGO, LLC",6,PROPRIETARY,-999,101,NOT AVAILABLE,N,POINT (-117.07531757 32.99118313),5.0,5637.0,6.0
562,562,566,42392111,SHARP MCDONALD CENTER,7989 LINDA VISTA RD,SAN DIEGO,CA,92111,5106,(858) 576-1200,REHABILITATION,OPEN,16,SAN DIEGO,6073,USA,32.80601161,-117.15447621,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080000705,SHARP MEMORIAL HOSPITAL,6,NON-PROFIT,-999,16,NOT AVAILABLE,N,POINT (-117.15447621 32.80601161),5.0,5637.0,6.0
563,563,567,35292064,PALOMAR MEDICAL CENTER POWAY D/P APH,15615 POMERADO RD,POWAY,CA,92064,2405,(858) 485-6511,PSYCHIATRIC,OPEN,12,SAN DIEGO,6073,USA,32.99713648,-117.05547925,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,080001257,PALOMAR HEALTH,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,12,NOT AVAILABLE,Y,POINT (-117.05547925 32.9971364800001),5.0,5637.0,6.0
564,564,568,196784350,GROSSMONT HOSPITAL D/P APH,5555 GROSSMONT CENTER DR,LA MESA,CA,91942,3019,(619) 465-0711,PSYCHIATRIC,OPEN,46,SAN DIEGO,6073,USA,32.78076747,-117.00694323,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,080001283,GROSSMONT HOSPITAL CORPORATION,6,NON-PROFIT,-999,46,NOT AVAILABLE,Y,POINT (-117.00694323 32.7807674700001),5.0,5637.0,6.0
565,565,569,42292123,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,3003 HEALTH CENTER DR,SAN DIEGO,CA,92123,2700,(858) 939-3400,GENERAL ACUTE CARE,OPEN,206,SAN DIEGO,6073,USA,32.79829578,-117.15497782,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,080001470,SHARP MEMORIAL HOSPITAL,6,NON-PROFIT,-999,206,NOT AVAILABLE,Y,POINT (-117.15497782 32.79829578),5.0,5637.0,6.0
566,566,570,1392120,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO RD,SAN DIEGO,CA,92120,5208,(619) 229-3172,GENERAL ACUTE CARE,OPEN,222,SAN DIEGO,6073,USA,32.77658639,-117.0570646,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,090000013,"ALVARADO HOSPITAL, LLC",6,PROPRIETARY,-999,222,NOT AVAILABLE,N,POINT (-117.0570646 32.77658639),5.0,5637.0,6.0
