field_1,field_1_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,Unnamed: 0,counts,score
"510","510","514","196784336",COLLEGE HOSPITAL COSTA MESA D/P APH,301 VICTORIA ST,COSTA MESA,CA,"92627","1995",(949) 642-2734,PSYCHIATRIC,OPEN,"99",ORANGE,"6059",USA,33.6517953,-117.91181,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"060000777","CHCM, INC.","6",PROPRIETARY,"-999","99",NOT AVAILABLE,N,5,5637,6
"511","511","515","13492708",FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,11250 WARNER AVE,FOUNTAIN VALLEY,CA,"92708","4116",(714) 966-7279,GENERAL ACUTE CARE,OPEN,"107",ORANGE,"6059",USA,33.71466444,-117.93454792,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/03/12,NOT AVAILABLE,"060000936",FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,"6",PROPRIETARY,"-999","107",NOT AVAILABLE,Y,5,5637,6
"512","512","516","196784337",LA PALMA INTERCOMMUNITY HOSPITAL D/P APH,7901 WALKER ST,LA PALMA,CA,"90623","1722",(714) 670-7400,PSYCHIATRIC,OPEN,"23",ORANGE,"6059",USA,33.84756583,-118.03836684,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"060000944","PRIME HEALTHCARE LA PALMA, LLC","6",PROPRIETARY,"-999","23",NOT AVAILABLE,Y,5,5637,6
"513","513","517","16792718",HOAG HOSPITAL IRVINE,16200 SAND CANYON AVE,IRVINE,CA,"92618","3714",(949) 422-5418,GENERAL ACUTE CARE,OPEN,"96",ORANGE,"6059",USA,33.66070177,-117.77240948,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"060001022",HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"6",NON-PROFIT,"-999","96",NOT AVAILABLE,N,5,5637,6
"514","514","518","16192680",ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,14851 YORBA ST,TUSTIN,CA,"92780","2925",(714) 823-9200,GENERAL ACUTE CARE,OPEN,"48",ORANGE,"6059",USA,33.74746074,-117.83105563,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"060001097","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN, L.P.","6",PROPRIETARY,"-999","48",NOT AVAILABLE,N,5,5637,6
"515","515","519","6092691",CHILDREN'S HOSPITAL AT MISSION,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,"92691","6426",(818) 267-7478,CHILDREN,OPEN,"54",ORANGE,"6059",USA,33.56040427,-117.6658226,"622110","CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/03/12,NOT AVAILABLE,"060001207",CHILDREN'S HOSPITAL AT MISSION,"6",NON-PROFIT,"-999","54",LEVEL II PEDIATRIC,Y,0,0,0
"516","516","520","196784338",ORANGE COUNTY GLOBAL MEDICAL CENTER D/P APH,1001 N TUSTIN AVE,SANTA ANA,CA,"92705","3502",NOT AVAILABLE,PSYCHIATRIC,OPEN,"28",ORANGE,"6059",USA,33.7542839,-117.8328006,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"060001302","ORANGE COUNTY GLOBAL MEDICAL CENTER, INC.","6",PROPRIETARY,"-999","28",NOT AVAILABLE,Y,5,5637,6
"517","517","521","23792621",KINDRED HOSPITAL BREA,875 N BREA BLVD,BREA,CA,"92821","2606",(562) 599-9544,GENERAL ACUTE CARE,OPEN,"48",ORANGE,"6059",USA,33.93449589,-117.89394879,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"060001360","THC - ORANGE COUNTY, LLC","6",PROPRIETARY,"-999","48",NOT AVAILABLE,N,5,5637,6
"518","518","522","196784339","SOUTH COAST GLOBAL MEDICAL CENTER, INC D/P APH",2701 S BRISTOL ST,SANTA ANA,CA,"92704","6201",(714) 754-5454,PSYCHIATRIC,OPEN,"23",ORANGE,"6059",USA,33.71110389,-117.88433153,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"060001378","SOUTH COAST GLOBAL MEDICAL CENTER, INC.","6",PROPRIETARY,"-999","23",NOT AVAILABLE,N,5,5637,6
"519","519","523","196784340",WEST ANAHEIM MEDICAL CENTER D/P APH,3033 W ORANGE AVE,ANAHEIM,CA,"92804","3156",(714) 827-3000,PSYCHIATRIC,OPEN,"30",ORANGE,"6059",USA,33.8252217,-117.9950032,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"060001420","PRIME HEALTHCARE ANAHEIM, LLC","6",PROPRIETARY,"-999","30",NOT AVAILABLE,N,5,5637,6
"520","520","524","15992866",HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN ST,ORANGE,CA,"92866","2501",(714) 464-1853,CHILDREN,OPEN,"6",ORANGE,"6059",USA,33.78272717,-117.83389187,"622110","CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"060001674","VSC HBO, LLC","6",PROPRIETARY,"-999","6",NOT AVAILABLE,N,5,5637,6
"521","521","525","196784341",CHAPMAN GLOBAL MEDICAL CENTER D/P APH,2601 E CHAPMAN AVE,ORANGE,CA,"92869","3206",(714) 633-0011,PSYCHIATRIC,OPEN,"12",ORANGE,"6059",USA,33.7886124,-117.8262888,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"060001717","CHAPMAN GLOBAL MEDICAL CENTER, INC.","6",PROPRIETARY,"-999","12",NOT AVAILABLE,N,5,5637,6
"522","522","526","37295116",REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVE,SAN JOSE,CA,"95116","1603",(408) 259-5000,GENERAL ACUTE CARE,OPEN,"258",SANTA CLARA,"6085",USA,37.36231615,-121.84892445,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070000133","SAN JOSE HEALTHCARE SYSTEM, LP","6",PROPRIETARY,"-999","258",LEVEL II,Y,1,369,2
"523","523","527","11995032",EL CAMINO HEALTH LOS GATOS,815 POLLARD RD,LOS GATOS,CA,"95032","1438",(408) 378-6131,GENERAL ACUTE CARE,OPEN,"143",SANTA CLARA,"6085",USA,37.26252715,-121.96940656,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000136",EL CAMINO HOSPITAL,"6",NON-PROFIT,"-999","143",NOT AVAILABLE,N,5,5637,6
"524","524","528","8193940",COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 WR HOLMAN HWY,MONTEREY,CA,"93940","5902",(831) 625-4500,GENERAL ACUTE CARE,OPEN,"240",MONTEREY,"6053",USA,36.57890187,-121.91312865,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070000137",COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,"6",NON-PROFIT,"-999","240",NOT AVAILABLE,N,5,5637,6
"525","525","529","10895065",DOMINICAN HOSPITAL,1555 SOQUEL DR,SANTA CRUZ,CA,"95065","1705",(831) 462-7700,GENERAL ACUTE CARE,OPEN,"222",SANTA CRUZ,"6087",USA,36.9900207,-121.98404501,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070000139",DIGNITY HEALTH,"6",NON-PROFIT,"-999","222",NOT AVAILABLE,Y,5,5637,6
"526","526","530","14593930",GEORGE L. MEE MEMORIAL HOSPITAL,300 CANAL ST,KING CITY,CA,"93930","3431",(831) 385-6000,GENERAL ACUTE CARE,OPEN,"25",MONTEREY,"6053",USA,36.20581243,-121.13285735,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000141",SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,"6",NON-PROFIT,"-999","25",NOT AVAILABLE,Y,5,5637,6
"527","527","531","15695023",HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DR,HOLLISTER,CA,"95023","5606",(831) 637-5711,CRITICAL ACCESS,OPEN,"25",SAN BENITO,"6069",USA,36.83420125,-121.38619364,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000142",SAN BENITO HEALTH CARE DISTRICT,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","25",NOT AVAILABLE,Y,5,5637,6
"528","528","532","31393906",NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BLVD,SALINAS,CA,"93906","3100",(831) 755-4111,GENERAL ACUTE CARE,OPEN,"150",MONTEREY,"6053",USA,36.69876047,-121.63170864,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2021/05/24,NOT AVAILABLE,"070000145",COUNTY OF MONTEREY,"6",GOVERNMENT - LOCAL,"-999","150",LEVEL II,Y,1,369,2
"529","529","533","32495128",O'CONNOR HOSPITAL,2105 FOREST AVE,SAN JOSE,CA,"95128","1425",(408) 947-2542,GENERAL ACUTE CARE,OPEN,"334",SANTA CLARA,"6085",USA,37.32792474,-121.93839201,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070000146",THE COUNTY OF SANTA CLARA,"6",GOVERNMENT - LOCAL,"-999","334",NOT AVAILABLE,N,5,5637,6
"530","530","534","38593901",SALINAS VALLEY MEMORIAL HOSPITAL,450 E ROMIE LN,SALINAS,CA,"93901","4029",(831) 759-3202,GENERAL ACUTE CARE,OPEN,"263",MONTEREY,"6053",USA,36.65903046,-121.6459838,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000147",SALINAS VALLEY MEMORIAL HEALTH CARE SYSTEM,"6",GOVERNMENT - DISTRICT/AUTHORITY,"-999","263",NOT AVAILABLE,N,5,5637,6
"531","531","535","40495128",SANTA CLARA VALLEY MEDICAL CENTER,751 S BASCOM AVE,SAN JOSE,CA,"95128","2604",(408) 885-4491,GENERAL ACUTE CARE,OPEN,"681",SANTA CLARA,"6085",USA,37.31288953,-121.93296275,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000149",THE COUNTY OF SANTA CLARA,"6",GOVERNMENT - LOCAL,"-999","681","LEVEL I ADULT, LEVEL II PEDIATRIC",Y,0,0,0
"532","532","536","20295119",KAISER FOUNDATION HOSPITAL - SAN JOSE,250 HOSPITAL PKWY,SAN JOSE,CA,"95119","1103",(408) 972-3000,GENERAL ACUTE CARE,OPEN,"247",SANTA CLARA,"6085",USA,37.23980334,-121.80021567,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070000150",KAISER FOUNDATION HOSPITALS,"6",NON-PROFIT,"-999","247",NOT AVAILABLE,N,5,5637,6
"533","533","537","15295124",GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DR,SAN JOSE,CA,"95124","3908",(408) 559-2560,GENERAL ACUTE CARE,OPEN,"404",SANTA CLARA,"6085",USA,37.25207874,-121.94657688,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000153","GOOD SAMARITAN HOSPITAL, LP","6",PROPRIETARY,"-999","404",NOT AVAILABLE,Y,5,5637,6
"534","534","538","30595032",MISSION OAKS HOSPITAL,15891 LOS GATOS ALMADEN RD,LOS GATOS,CA,"95032","3742",(408) 559-2011,GENERAL ACUTE CARE,OPEN,"49",SANTA CLARA,"6085",USA,37.24471473,-121.94807381,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000154","GOOD SAMARITAN HOSPITAL, LP","6",PROPRIETARY,"-999","49",NOT AVAILABLE,N,5,5637,6
"535","535","539","52495076",WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON ST,WATSONVILLE,CA,"95076","2468",(831) 724-4741,GENERAL ACUTE CARE,OPEN,"106",SANTA CRUZ,"6087",USA,36.92713067,-121.79291107,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070000155",WATSONVILLE HOSPITAL CORPORATION,"6",PROPRIETARY,"-999","106",NOT AVAILABLE,N,5,5637,6
"536","536","540","196784342",COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA D/P APH,23625 WR HOLMAN HWY,MONTEREY,CA,"93940","5902",(831) 624-5311,PSYCHIATRIC,OPEN,"18",MONTEREY,"6053",USA,36.57889304,-121.91308747,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"070000288",COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,"6",NON-PROFIT,"-999","18",NOT AVAILABLE,N,5,5637,6
"537","537","541","196784343",SANTA CLARA VALLEY MEDICAL CENTER D/P APH,751 S BASCOM AVE,SAN JOSE,CA,"95128","2604",(408) 885-5000,PSYCHIATRIC,OPEN,"50",SANTA CLARA,"6085",USA,37.3128569,-121.9332672,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"070000290",THE COUNTY OF SANTA CLARA,"6",GOVERNMENT - LOCAL,"-999","50",NOT AVAILABLE,Y,5,5637,6
"538","538","542","196784344",NATIVIDAD MEDICAL CENTER D/P APH,1441 CONSTITUTION BLVD,SALINAS,CA,"93906","3100",(831) 755-4111,PSYCHIATRIC,OPEN,"22",MONTEREY,"6053",USA,36.6966688,-121.6330887,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"070000306",COUNTY OF MONTEREY,"6",GOVERNMENT - LOCAL,"-999","22",NOT AVAILABLE,Y,5,5637,6
"539","539","543","46295020",ST. LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,"95020","3528",(408) 848-8610,GENERAL ACUTE CARE,OPEN,"72",SANTA CLARA,"6085",USA,37.03655836,-121.57137104,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/03/12,NOT AVAILABLE,"070000635",THE COUNTY OF SANTA CLARA,"6",GOVERNMENT - LOCAL,"-999","72",NOT AVAILABLE,Y,5,5637,6
"540","540","544","6595008",CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC HOSPITAL,3777 S BASCOM AVE,CAMPBELL,CA,"95008","7320",(408) 558-3640,CHILDREN,OPEN,"4",SANTA CLARA,"6085",USA,37.25975739,-121.94755405,"622110","CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070000766","CHILDREN'S RECOVERY CENTER 1, LLC","6",PROPRIETARY,"-999","4",NOT AVAILABLE,N,5,5637,6
"541","541","545","48095065",SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVE,SANTA CRUZ,CA,"95065","1816",(831) 477-2200,GENERAL ACUTE CARE,OPEN,"28",SANTA CRUZ,"6087",USA,36.98769976,-121.97741662,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070000959",SUTTER BAY HOSPITALS,"6",NON-PROFIT,"-999","28",NOT AVAILABLE,N,5,5637,6
"542","542","546","27094304",LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,725 WELCH RD,PALO ALTO,CA,"94304","1601",(650) 497-8000,CHILDREN,OPEN,"456",SANTA CLARA,"6085",USA,37.43600458,-122.17539004,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/03/12,NOT AVAILABLE,"070001349",LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,"6",NON-PROFIT,"-999","456","LEVEL I ADULT, LEVEL I PEDIATRIC",Y,0,0,0
"543","543","547","11894040",EL CAMINO HEALTH,2500 GRANT RD,MOUNTAIN VIEW,CA,"94040","4302",(650) 940-7000,GENERAL ACUTE CARE,OPEN,"275",SANTA CLARA,"6085",USA,37.36945882,-122.07999567,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070001351",EL CAMINO HOSPITAL,"6",NON-PROFIT,"-999","275",NOT AVAILABLE,N,5,5637,6
"544","544","548","196784345",EL CAMINO HOSPITAL D/P APH,2590 GRANT RD,MOUNTAIN VIEW,CA,"94040","4302",(650) 940-7000,PSYCHIATRIC,OPEN,"36",SANTA CLARA,"6085",USA,37.36877388,-122.07928337,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"070001353",EL CAMINO HOSPITAL,"6",NON-PROFIT,"-999","36",NOT AVAILABLE,N,5,5637,6
"545","545","549","20495051",KAISER FOUNDATION HOSPITAL - SANTA CLARA,700 LAWRENCE EXPY,SANTA CLARA,CA,"95051","5173",(408) 851-4423,GENERAL ACUTE CARE,OPEN,"343",SANTA CLARA,"6085",USA,37.33540138,-121.99887305,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY,2014/02/10,NOT AVAILABLE,"070001355",KAISER FOUNDATION HOSPITALS,"6",NON-PROFIT,"-999","343",NOT AVAILABLE,Y,5,5637,6
"546","546","550","46894305",STANFORD HEALTH CARE,300 PASTEUR DR,STANFORD,CA,"94305","2200",(650) 723-4000,GENERAL ACUTE CARE,OPEN,"206",SANTA CLARA,"6085",USA,37.43465244,-122.1748831,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,"070001357",STANFORD HEALTH CARE,"6",NON-PROFIT,"-999","206",LEVEL I,Y,0,426,1
"547","547","551","196784346",STANFORD HOSPITAL D/P APH,300 PASTEUR DR,STANFORD,CA,"94305","2200",(650) 723-4000,PSYCHIATRIC,OPEN,"30",SANTA CLARA,"6085",USA,37.43350532,-122.1751223,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01,IMAGERY/OTHER,2022/02/28,NOT AVAILABLE,"070001359",STANFORD HEALTH CARE,"6",NON-PROFIT,"-999","30",NOT AVAILABLE,Y,5,5637,6
